Year,Make,Model,Mileage,Price
2019,Dodge or Ram,1500,103251,42994
2021,Dodge or Ram,Challenger,20524,42995
2017,Dodge or Ram,1500,101315,31998
2021,Dodge or Ram,1500,5336,42995
2019,Dodge or Ram,1500,110660,42995
2021,Dodge or Ram,1500,54521,42995
2020,Dodge or Ram,Durango,97706,42995
2018,Dodge or Ram,1500,108527,42995
2018,Dodge or Ram,Challenger,49903,42995
2018,Dodge or Ram,1500,70382,42996
2020,Dodge or Ram,Durango,42719,42999
2021,Dodge or Ram,Challenger,17670,43399
2017,Dodge or Ram,2500,131990,54998
2019,Dodge or Ram,1500,31868,43400
2018,Dodge or Ram,1500,131000,43777
2018,Dodge or Ram,ProMaster,143000,43777
2018,Dodge or Ram,ProMaster,140000,43777
2020,Dodge or Ram,Challenger,9837,43888
2021,Dodge or Ram,Challenger,21500,43900
2019,Dodge or Ram,1500,99879,43950
2022,Dodge or Ram,1500,6825,43990
2021,Dodge or Ram,1500,79567,43994
2021,Dodge or Ram,1500,24985,43995
2020,Dodge or Ram,Durango,57131,43995
2021,Dodge or Ram,1500,72077,43995
2020,Dodge or Ram,1500,75488,43995
2019,Dodge or Ram,1500,47320,43995
2022,Dodge or Ram,1500,37702,43999
2021,Dodge or Ram,1500,31965,44265
2020,Dodge or Ram,Durango,70623,44389
2022,Dodge or Ram,1500,13246,59987
2015,Dodge or Ram,Grand,102303,15995
2020,Dodge or Ram,2500,49987,62488
2017,Dodge or Ram,1500,192000,24000
2016,Dodge or Ram,Ram,126000,46000
2019,Dodge or Ram,Durango,32138,44444
2021,Dodge or Ram,1500,35458,44475
2021,Dodge or Ram,1500,35883,44495
2020,Dodge or Ram,Durango,38878,44500
2021,Dodge or Ram,Challenger,38015,41949
2018,Dodge or Ram,ProMaster,127000,44777
2017,Dodge or Ram,Challenger,40119,44800
2021,Dodge or Ram,Durango,35125,44888
2020,Dodge or Ram,1500,73246,44990
2021,Dodge or Ram,1500,26745,44995
2021,Dodge or Ram,1500,35898,44995
2021,Dodge or Ram,1500,43904,44995
2021,Dodge or Ram,1500,45903,44995
2018,Dodge or Ram,2500,96828,44999
2020,Dodge or Ram,2500,77408,69999
2021,Dodge or Ram,Challenger,5428,44999
2022,Dodge or Ram,1500,1101,44999
2019,Dodge or Ram,1500,95269,44999
2021,Dodge or Ram,1500,25200,45025
2019,Dodge or Ram,1500,97228,45095
2022,Dodge or Ram,1500,3500,45499
2021,Dodge or Ram,Challenger,7686,45649
2018,Dodge or Ram,1500,82060,45795
2021,Dodge or Ram,1500,10559,45798
2021,Dodge or Ram,3500,33707,92900
2018,Dodge or Ram,Ram,54200,45888
2019,Dodge or Ram,Durango,68500,45900
2021,Dodge or Ram,Challenger,28356,45950
2022,Dodge or Ram,1500,6000,45988
2019,Dodge or Ram,1500,78934,45990
2022,Dodge or Ram,Charger,21128,45992
2019,Dodge or Ram,1500,113070,45995
2018,Dodge or Ram,Challenger,35687,45995
2020,Dodge or Ram,1500,64777,45995
2021,Dodge or Ram,1500,22705,45995
2021,Dodge or Ram,Durango,84064,45995
2019,Dodge or Ram,1500,32510,45995
2021,Dodge or Ram,1500,29915,45995
2019,Dodge or Ram,1500,92749,45995
2019,Dodge or Ram,1500,33840,45995
2015,Dodge or Ram,Challenger,60497,45998
2022,Dodge or Ram,1500,1101,45999
2022,Dodge or Ram,1500,1101,45999
2022,Dodge or Ram,1500,8383,79000
2018,Dodge or Ram,Durango,80000,46170
2019,Dodge or Ram,1500,94123,46233
2019,Dodge or Ram,1500,32796,46595
2019,Dodge or Ram,1500,71286,46598
2021,Dodge or Ram,1500,19086,46886
2019,Dodge or Ram,1500,70112,46888
2021,Dodge or Ram,1500,25653,46893
2018,Dodge or Ram,2500,272392,46909
2018,Dodge or Ram,2500,272392,46909
2022,Dodge or Ram,Durango,1111,57690
2021,Dodge or Ram,1500,23662,46966
2021,Dodge or Ram,1500,28854,46987
2021,Dodge or Ram,1500,8261,46992
2022,Dodge or Ram,Charger,7396,46995
2020,Dodge or Ram,1500,60023,46995
2021,Dodge or Ram,Durango,67963,46995
2020,Dodge or Ram,1500,27779,46995
2019,Dodge or Ram,Durango,30754,46995
2019,Dodge or Ram,1500,21125,46995
2019,Dodge or Ram,2500,65080,69998
2019,Dodge or Ram,ProMaster,159235,46998
2021,Dodge or Ram,1500,29335,46999
2022,Dodge or Ram,1500,1101,46999
2022,Dodge or Ram,1500,1101,46999
2022,Dodge or Ram,1500,1101,46999
2018,Dodge or Ram,Durango,57322,47240
2021,Dodge or Ram,1500,34037,47358
2020,Dodge or Ram,1500,94675,47812
2019,Dodge or Ram,1500,52173,47832
2021,Dodge or Ram,Durango,10900,56999
2019,Dodge or Ram,1500,74151,47888
2021,Dodge or Ram,Durango,69788,47900
2019,Dodge or Ram,1500,140472,47909
2021,Dodge or Ram,1500,21543,47909
2019,Dodge or Ram,1500,61348,47956
2022,Dodge or Ram,1500,10009,47987
2022,Dodge or Ram,ProMaster,12468,47995
2021,Dodge or Ram,Durango,63015,47995
2017,Dodge or Ram,3500,161253,47995
2020,Dodge or Ram,Challenger,19397,48589
2020,Dodge or Ram,Challenger,24700,47995
